age,region_category,membership_category,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score
11.0,0,1.0,0.0,1,2.0,0.0,21.0,335.17,31609.42,28,1105,1.0,0.0,1.0,4.0,3,4
33.0,2,5.0,2.0,0,0.0,1.0,9.0,438.38,34574.14,17,756,1.0,1.0,1.0,0.0,2,3
44.0,0,1.0,0.0,2,0.0,1.0,22.0,208.85,26466.77,27,448,1.0,0.0,1.0,2.0,1,3
40.0,1,3.0,0.0,2,2.0,1.0,12.34,468.55,1160.9,10,750,1.0,1.0,0.0,1.0,7,3
63.0,0,5.0,2.0,0,1.0,0.0,17.0,234.76,39324.97,9,704,1.0,1.0,0.0,1.0,2,4
23.0,0,0.0,2.0,1,2.0,1.0,8.0,316.23,6408.53,9,678,0.0,1.0,1.0,4.0,1,4
46.0,1,1.0,0.0,0,2.0,2.0,15.0,127.98,3554.23,13,721,1.0,0.0,0.0,1.0,3,3
58.0,2,5.0,2.0,1,2.0,1.0,21.0,172.17,54573.08,16,737,1.0,0.0,1.0,2.0,4,2
50.0,1,3.0,2.0,2,2.0,0.0,7.0,571.54,10398.24,16,832,1.0,1.0,1.0,4.0,4,1
41.0,0,0.0,2.0,1,1.0,1.0,3.0,112.32,3088.54,29,652,1.0,0.0,0.0,1.0,1,4
52.0,0,2.0,2.0,1,2.0,0.0,8.0,31.55,35746.24,5,1052,1.0,0.0,1.0,0.0,0,5
13.0,3,0.0,0.0,0,0.0,1.0,13.0,310.73,4524.31,14,663,0.0,1.0,0.0,1.0,1,4
21.0,0,1.0,0.0,1,2.0,0.0,13.0,135.58,5443.81,12,630,0.0,1.0,1.0,3.0,0,4
26.0,3,5.0,0.0,2,2.0,1.0,23.0,52.76,14962.52,10,606,0.0,1.0,0.0,1.0,1,4
57.0,1,1.0,2.0,1,1.0,2.0,15.0,600.85,45750.96,15,792,1.0,1.0,0.0,1.0,3,3
18.0,0,2.0,0.0,1,1.0,0.0,16.0,223.25,41290.26,12,598,0.0,1.0,1.0,3.0,7,5
39.0,3,0.0,0.0,0,1.0,2.0,11.0,145.46,41781.14,8,587,0.0,1.0,1.0,3.0,7,5
14.0,0,3.0,0.0,2,0.0,2.0,19.0,207.55,42063.03,15,747,0.0,1.0,0.0,1.0,7,3
56.0,0,2.0,0.0,0,2.0,0.0,7.0,294.58,48367.93,13,601,0.0,1.0,0.0,1.0,2,5
42.0,0,2.0,0.0,2,2.0,1.0,13.0,51.3,37092.11,28,677,1.0,0.0,0.0,1.0,1,4
13.0,1,2.0,2.0,1,2.0,0.0,18.0,75.15,3915.76,27,636,0.0,1.0,1.0,2.0,0,4
25.0,1,0.0,0.0,1,1.0,1.0,14.0,42.0,42134.64,27,562,1.0,0.0,0.0,1.0,7,5
54.0,3,0.0,0.0,2,2.0,1.0,13.0,463.49,25239.84,16,598,0.0,1.0,1.0,3.0,7,5
18.0,1,1.0,2.0,0,3.0,1.0,12.0,33.8,24746.74,27,456,0.0,1.0,1.0,0.0,7,3
24.0,1,1.0,2.0,2,2.0,2.0,12.0,79.79,2328.28,28,743,0.0,1.0,0.0,1.0,3,3
35.0,0,1.0,0.0,2,1.0,2.0,16.0,32.73,9010.48,21,721,1.0,0.0,1.0,2.0,0,3
42.0,1,1.0,2.0,2,3.0,1.0,13.0,82.84,37026.46,47,666,1.0,0.0,0.0,1.0,2,4
60.0,3,3.0,2.0,0,1.0,0.0,18.0,43.76,7720.89,13,805,0.0,1.0,1.0,4.0,6,1
44.0,0,0.0,2.0,2,1.0,2.0,11.55,980.19,43539.08,35,606,0.0,1.0,1.0,0.0,7,5
15.0,3,3.0,2.0,1,1.0,0.0,12.89,69.95,24342.93,16,302,1.0,0.0,1.0,4.0,1,3
21.0,1,0.0,0.0,1,3.0,2.0,18.0,322.31,44393.98,6,555,1.0,0.0,0.0,1.0,0,5
30.0,1,1.0,0.0,0,2.0,0.0,12.0,249.91,13364.12,11,441,1.0,1.0,1.0,3.0,3,3
13.0,1,2.0,0.0,1,2.0,1.0,12.57,443.55,43724.37,12,677,1.0,1.0,1.0,3.0,2,4
44.0,2,4.0,0.0,0,1.0,2.0,3.0,81.8,95287.83,16,497,1.0,0.0,0.0,1.0,4,2
38.0,0,5.0,2.0,0,2.0,1.0,8.0,322.67,2658.25,17,385,1.0,0.0,0.0,1.0,7,4
49.0,1,2.0,2.0,0,1.0,0.0,12.72,189.65,43976.48,8,604,0.0,1.0,0.0,1.0,7,5
53.0,0,1.0,2.0,0,3.0,2.0,18.0,40.1,48285.38,28,675,1.0,0.0,1.0,2.0,7,4
48.0,1,1.0,1.0,1,2.0,2.0,9.0,410.48,21947.03,27,711,0.0,1.0,0.0,1.0,3,4
49.0,1,2.0,0.0,0,2.0,0.0,6.0,33.24,28082.88,25,559,0.0,1.0,0.0,1.0,0,5
19.0,0,0.0,0.0,2,1.0,1.0,8.0,295.98,43456.66,16,573,1.0,0.0,0.0,1.0,7,5
60.0,0,3.0,0.0,1,0.0,1.0,15.0,317.86,43110.89,16,749,1.0,0.0,1.0,4.0,1,3
39.0,1,5.0,1.0,1,1.0,0.0,7.0,99.49,6481.86,19,1232,0.0,1.0,1.0,0.0,7,2
31.0,1,0.0,0.0,2,3.0,0.0,26.0,143.19,49276.82,28,635,0.0,1.0,1.0,3.0,2,4
31.0,1,1.0,0.0,0,3.0,2.0,10.0,63.66,13374.26,26,670,0.0,1.0,0.0,1.0,7,4
11.0,1,3.0,1.0,1,2.0,1.0,23.0,54.31,45693.09,14,784,0.0,1.0,1.0,2.0,7,3
51.0,1,5.0,2.0,2,3.0,1.0,12.0,113.95,4232.03,11,738,1.0,0.0,0.0,1.0,7,3
20.0,1,5.0,0.0,1,3.0,1.0,20.0,293.77,41789.09,8,715,1.0,0.0,0.0,1.0,0,4
39.0,0,1.0,2.0,0,1.0,2.0,14.0,637.56,23592.31,24,625,0.0,1.0,0.0,1.0,7,4
63.0,0,1.0,0.0,0,0.0,2.0,10.0,402.46,43484.31,29,713,0.0,1.0,0.0,1.0,7,3
20.0,0,3.0,2.0,2,0.0,1.0,13.0,764.96,24856.51,8,780,1.0,0.0,0.0,1.0,7,3
10.0,0,0.0,0.0,0,1.0,0.0,18.0,137.42,8403.56,22,687,1.0,0.0,0.0,1.0,0,4
43.0,2,5.0,2.0,2,2.0,2.0,12.0,926.37,21364.21,8,673,1.0,0.0,0.0,1.0,1,4
50.0,0,3.0,0.0,0,3.0,0.0,14.0,482.9,76815.46,1,763,1.0,1.0,1.0,3.0,4,2
61.0,0,0.0,2.0,1,2.0,1.0,10.0,140.73,41299.21,15,588,0.0,1.0,0.0,1.0,3,5
53.0,1,4.0,2.0,2,2.0,2.0,8.0,33.29,12169.58,16,753,0.0,1.0,1.0,3.0,1,3
21.0,0,2.0,2.0,2,0.0,1.0,6.0,64.86,35825.1,8,668,0.0,1.0,0.0,1.0,2,4
53.0,1,2.0,2.0,2,2.0,0.0,20.0,47.71,35434.17,12,675,1.0,0.0,0.0,1.0,2,5
13.0,2,1.0,2.0,2,2.0,2.0,11.0,765.96,12231.7,9,322,1.0,1.0,0.0,1.0,6,1
15.0,1,3.0,2.0,2,2.0,0.0,9.0,639.61,10192.68,28,790,1.0,0.0,1.0,3.0,7,3
63.0,1,4.0,0.0,0,1.0,2.0,18.0,289.8,58834.9,13,1313,1.0,0.0,0.0,1.0,5,2
43.0,1,1.0,2.0,1,2.0,1.0,11.8,578.15,43586.13,3,838,1.0,1.0,1.0,0.0,5,1
24.0,0,4.0,0.0,1,2.0,1.0,17.0,101.5,32593.2,15,801,1.0,0.0,0.0,1.0,4,1
47.0,0,4.0,2.0,2,1.0,1.0,10.0,156.58,10879.69,7,834,1.0,0.0,0.0,1.0,5,1
23.0,3,3.0,2.0,0,1.0,1.0,9.0,32.15,84119.36,9,814,0.0,1.0,0.0,1.0,4,1
28.0,1,1.0,0.0,2,0.0,2.0,22.0,319.25,17867.57,29,202,1.0,0.0,1.0,4.0,1,4
13.0,0,1.0,0.0,0,1.0,0.0,3.0,70.13,41282.72,5,705,0.0,1.0,0.0,1.0,2,4
26.0,1,3.0,0.0,2,1.0,2.0,9.0,87.91,13258.44,25,787,0.0,1.0,1.0,2.0,2,3
49.0,0,0.0,1.0,2,2.0,2.0,1.0,32.69,46670.04,18,655,1.0,0.0,0.0,1.0,3,5
41.0,1,2.0,2.0,1,0.0,2.0,5.0,1232.16,11181.86,29,606,1.0,1.0,1.0,3.0,3,5
25.0,1,4.0,2.0,1,1.0,2.0,10.0,141.37,18309.24,7,532,1.0,0.0,1.0,0.0,5,1
58.0,2,5.0,2.0,2,2.0,0.0,21.0,189.47,9646.35,26,620,1.0,0.0,0.0,1.0,3,4
19.0,3,3.0,0.0,0,1.0,2.0,12.0,247.24,44283.36,15,706,0.0,1.0,0.0,1.0,2,3
62.0,1,5.0,1.0,0,0.0,2.0,13.0,599.53,9619.32,9,1040,0.0,1.0,1.0,2.0,2,4
26.0,1,1.0,1.0,0,2.0,0.0,5.0,32.95,31114.53,5,692,0.0,1.0,1.0,0.0,1,3
42.0,0,4.0,0.0,2,1.0,1.0,17.0,311.56,46805.35,7,708,0.0,1.0,0.0,1.0,0,3
19.0,1,2.0,0.0,0,3.0,2.0,18.0,82.12,40419.86,15,288,0.0,1.0,1.0,2.0,3,5
43.0,0,0.0,0.0,0,1.0,0.0,21.0,33.19,34883.68,10,668,1.0,0.0,0.0,1.0,2,4
19.0,1,2.0,0.0,2,1.0,2.0,10.0,87.29,34735.16,14,678,1.0,0.0,1.0,2.0,7,5
28.0,2,3.0,0.0,0,1.0,2.0,23.0,30.59,43277.61,23,757,0.0,1.0,0.0,1.0,7,3
49.0,0,3.0,2.0,1,0.0,2.0,15.0,558.19,29501.49,10,734,1.0,1.0,1.0,4.0,6,2
62.0,1,3.0,0.0,1,1.0,1.0,12.7,304.5,46159.63,11,742,0.0,1.0,0.0,1.0,1,3
59.0,0,0.0,2.0,1,3.0,2.0,13.0,1228.37,45828.09,18,510,0.0,1.0,0.0,1.0,2,5
48.0,1,2.0,0.0,1,0.0,2.0,2.0,1293.62,32679.77,19,656,0.0,1.0,0.0,1.0,1,4
17.0,0,2.0,0.0,0,2.0,0.0,13.0,333.73,28557.59,29,660,1.0,1.0,1.0,3.0,2,4
59.0,0,5.0,2.0,0,2.0,2.0,14.0,76.59,32963.96,15,371,1.0,0.0,1.0,4.0,7,3
14.0,0,2.0,2.0,2,1.0,2.0,13.0,99.38,33122.97,26,506,1.0,0.0,1.0,3.0,0,5
56.0,3,5.0,2.0,2,2.0,1.0,13.0,163.7,69719.51,7,733,0.0,1.0,0.0,1.0,8,2
21.0,0,1.0,2.0,1,2.0,1.0,6.0,1900.12,4969.59,14,394,1.0,0.0,1.0,2.0,2,3
43.0,0,4.0,0.0,1,1.0,2.0,11.0,61.8,47267.18,27,711,1.0,0.0,0.0,1.0,1,3
19.0,0,0.0,2.0,0,1.0,2.0,6.0,1525.61,23008.9,7,545,0.0,1.0,0.0,1.0,2,5
24.0,3,0.0,2.0,0,2.0,2.0,22.0,82.44,41339.25,13,634,0.0,1.0,0.0,1.0,7,4
15.0,1,2.0,0.0,2,2.0,1.0,9.0,209.31,17479.31,15,669,1.0,0.0,1.0,3.0,1,5
33.0,1,3.0,1.0,1,3.0,1.0,9.0,169.97,13799.1,6,814,0.0,1.0,1.0,2.0,8,1
61.0,1,2.0,2.0,0,1.0,0.0,13.1,65.68,37358.04,14,560,1.0,0.0,0.0,1.0,1,5
17.0,0,1.0,2.0,0,1.0,1.0,19.0,93.43,38490.86,12,722,0.0,1.0,0.0,1.0,1,3
62.0,3,0.0,1.0,0,3.0,1.0,21.0,251.07,30397.62,23,606,0.0,1.0,1.0,4.0,3,5
60.0,0,2.0,2.0,2,2.0,1.0,5.0,831.1,9541.71,10,675,1.0,1.0,1.0,2.0,0,4
45.0,1,5.0,0.0,0,2.0,1.0,8.0,146.67,88310.14,9,778,0.0,1.0,0.0,1.0,6,2
19.0,1,0.0,2.0,0,2.0,2.0,11.0,103.62,3561.94,27,666,1.0,0.0,1.0,0.0,7,4
53.0,0,2.0,2.0,2,2.0,0.0,10.0,251.71,15384.0,8,502,0.0,1.0,0.0,1.0,7,5
43.0,1,0.0,0.0,1,2.0,2.0,13.0,473.47,30917.11,23,668,1.0,1.0,0.0,1.0,7,5
61.0,3,5.0,0.0,0,2.0,1.0,5.0,133.08,4819.07,14,756,1.0,0.0,0.0,1.0,3,3
48.0,0,0.0,0.0,2,2.0,0.0,14.0,230.04,19070.42,14,893,1.0,0.0,0.0,1.0,7,4
44.0,0,2.0,0.0,1,2.0,0.0,8.0,32.32,19978.9,17,630,0.0,1.0,0.0,1.0,0,4
16.0,0,1.0,0.0,0,1.0,2.0,18.0,31.12,8462.74,21,665,1.0,0.0,0.0,1.0,7,4
12.0,1,3.0,0.0,2,1.0,1.0,1.0,207.62,9546.42,21,798,0.0,1.0,1.0,0.0,0,3
39.0,1,2.0,0.0,1,2.0,1.0,13.26,184.22,11152.72,15,520,1.0,0.0,1.0,0.0,3,5
62.0,0,2.0,0.0,2,0.0,0.0,14.0,355.27,14586.63,13,680,1.0,0.0,0.0,1.0,0,4
45.0,1,3.0,0.0,0,1.0,2.0,1.0,315.97,41720.59,17,792,0.0,1.0,0.0,1.0,8,2
44.0,1,0.0,2.0,2,2.0,1.0,14.0,917.36,12444.54,28,1204,0.0,1.0,0.0,1.0,0,5
27.0,1,2.0,0.0,1,0.0,1.0,11.0,1380.08,45939.55,16,96,1.0,0.0,1.0,0.0,1,4
12.0,1,1.0,2.0,2,2.0,1.0,12.0,606.36,17989.22,13,717,1.0,0.0,0.0,1.0,1,3
17.0,0,2.0,0.0,1,3.0,0.0,9.0,34.6,36528.65,22,515,1.0,0.0,1.0,4.0,0,5
36.0,2,0.0,2.0,0,2.0,1.0,15.0,180.31,21396.58,9,718,0.0,1.0,0.0,1.0,1,4
23.0,3,3.0,0.0,1,1.0,2.0,20.0,68.22,23459.78,7,785,0.0,1.0,1.0,2.0,7,3
58.0,1,4.0,2.0,0,2.0,0.0,22.0,148.91,34672.62,8,298,1.0,0.0,0.0,1.0,2,3
21.0,3,1.0,0.0,0,2.0,0.0,5.0,181.55,36373.25,22,167,0.0,1.0,1.0,4.0,1,4
45.0,1,1.0,1.0,1,3.0,2.0,12.0,152.13,29981.44,15,731,1.0,0.0,1.0,3.0,0,3
46.0,0,0.0,0.0,0,2.0,2.0,8.0,331.35,14541.42,22,601,0.0,1.0,1.0,2.0,3,4
55.0,0,1.0,1.0,0,1.0,1.0,4.0,31.78,47695.23,14,753,0.0,1.0,1.0,4.0,3,3
26.0,1,2.0,2.0,1,0.0,2.0,5.0,578.04,13305.31,20,520,0.0,1.0,1.0,4.0,2,5
15.0,3,5.0,0.0,2,1.0,0.0,16.0,227.78,21027.99,6,718,1.0,0.0,1.0,4.0,3,3
56.0,0,2.0,0.0,1,1.0,0.0,25.0,32.22,30426.48,26,707,1.0,0.0,0.0,1.0,3,4
31.0,0,4.0,1.0,0,2.0,1.0,5.0,104.79,76948.36,15,732,0.0,1.0,1.0,0.0,8,2
61.0,2,1.0,0.0,1,1.0,2.0,2.0,309.11,30235.99,18,798,0.0,1.0,1.0,4.0,7,3
52.0,1,2.0,2.0,0,2.0,0.0,5.0,30.09,19312.11,13,617,1.0,0.0,1.0,3.0,3,5
26.0,1,1.0,1.0,1,2.0,1.0,19.0,33.03,9998.23,17,640,1.0,0.0,1.0,4.0,0,4
52.0,0,3.0,0.0,1,1.0,1.0,4.0,50.63,68913.92,7,1157,0.0,1.0,1.0,2.0,5,1
12.0,0,3.0,2.0,0,1.0,1.0,10.0,1444.47,31548.43,28,726,0.0,1.0,0.0,1.0,2,3
63.0,0,1.0,2.0,2,1.0,1.0,9.0,194.35,48092.46,19,715,0.0,1.0,0.0,1.0,7,4
64.0,0,2.0,2.0,1,2.0,2.0,12.17,639.1,6381.53,19,529,1.0,1.0,0.0,1.0,0,5
21.0,3,5.0,0.0,0,1.0,0.0,15.0,936.71,19307.57,21,612,1.0,0.0,0.0,1.0,3,4
44.0,1,2.0,0.0,0,2.0,2.0,15.0,70.54,39128.64,10,650,0.0,1.0,1.0,3.0,3,4
39.0,0,1.0,2.0,2,1.0,2.0,10.0,251.62,28400.56,23,791,0.0,1.0,1.0,3.0,7,3
28.0,3,5.0,1.0,2,1.0,1.0,14.0,250.42,48742.93,27,610,1.0,0.0,0.0,1.0,2,4
19.0,2,1.0,0.0,2,1.0,0.0,8.0,540.9,9222.8,18,246,1.0,1.0,0.0,1.0,2,4
60.0,0,4.0,1.0,2,1.0,0.0,9.0,233.38,20939.19,14,780,0.0,1.0,0.0,1.0,8,2
59.0,2,5.0,2.0,2,1.0,0.0,9.0,495.27,42545.37,15,768,0.0,1.0,0.0,1.0,2,3
38.0,2,2.0,0.0,2,1.0,1.0,10.0,44.5,48625.95,12,125,1.0,0.0,1.0,2.0,1,5
28.0,0,0.0,2.0,1,1.0,1.0,10.0,197.96,28903.68,29,632,1.0,0.0,1.0,4.0,0,4
17.0,0,3.0,0.0,0,1.0,2.0,9.0,353.77,30349.89,15,235,0.0,1.0,0.0,1.0,2,3
59.0,0,4.0,2.0,1,1.0,1.0,17.0,253.68,22818.6,3,339,1.0,0.0,1.0,0.0,5,2
27.0,1,2.0,2.0,2,3.0,2.0,14.0,507.22,3900.1,17,651,1.0,0.0,1.0,4.0,1,5
53.0,0,3.0,2.0,1,0.0,0.0,9.0,603.24,40187.74,11,705,0.0,1.0,0.0,1.0,7,3
38.0,1,5.0,2.0,0,1.0,2.0,13.01,32.85,15076.83,5,740,1.0,0.0,0.0,1.0,1,3
35.0,2,3.0,2.0,0,2.0,2.0,11.0,173.68,43678.48,4,825,0.0,1.0,0.0,1.0,6,1
17.0,0,0.0,2.0,0,0.0,2.0,13.0,809.76,6358.24,16,615,1.0,0.0,1.0,2.0,2,5
37.0,0,2.0,2.0,1,0.0,2.0,19.0,262.92,35537.56,18,668,0.0,1.0,0.0,1.0,3,5
22.0,3,2.0,2.0,2,2.0,1.0,11.0,65.22,17233.67,6,552,0.0,1.0,0.0,1.0,2,5
26.0,1,1.0,2.0,2,0.0,1.0,12.0,523.07,12254.95,15,642,0.0,1.0,1.0,4.0,2,4
30.0,2,1.0,2.0,2,1.0,1.0,16.0,1910.44,51213.42,9,812,1.0,0.0,0.0,1.0,8,1
49.0,1,1.0,0.0,1,3.0,1.0,14.0,128.85,46066.75,26,668,0.0,1.0,0.0,1.0,7,3
30.0,0,4.0,1.0,0,2.0,2.0,4.0,295.79,19497.76,9,718,1.0,0.0,0.0,1.0,4,2
31.0,0,0.0,0.0,2,2.0,0.0,10.0,460.01,29642.5,9,701,1.0,0.0,0.0,1.0,2,4
51.0,0,0.0,0.0,1,1.0,1.0,15.0,333.07,30487.64,8,601,1.0,1.0,0.0,1.0,0,5
56.0,3,5.0,0.0,0,2.0,0.0,10.0,251.76,37442.14,16,337,1.0,0.0,1.0,4.0,7,4
33.0,3,1.0,0.0,1,0.0,2.0,15.0,319.75,34368.88,17,1343,1.0,0.0,0.0,1.0,0,4
11.0,1,0.0,2.0,1,2.0,0.0,16.0,399.65,41858.41,20,551,0.0,1.0,0.0,1.0,3,5
22.0,2,1.0,0.0,0,1.0,0.0,13.09,179.84,10637.16,16,798,1.0,0.0,0.0,1.0,0,3
24.0,1,5.0,2.0,1,2.0,2.0,19.0,286.73,17916.18,9,708,1.0,1.0,0.0,1.0,1,3
18.0,2,2.0,2.0,2,1.0,1.0,12.54,337.13,1853.04,21,682,0.0,1.0,1.0,4.0,7,4
16.0,1,1.0,2.0,0,2.0,1.0,12.0,509.2,34925.98,19,679,1.0,0.0,0.0,1.0,2,4
20.0,1,3.0,0.0,2,0.0,2.0,13.0,428.77,44710.75,22,743,0.0,1.0,1.0,4.0,7,3
33.0,3,1.0,2.0,1,1.0,0.0,8.0,175.13,35049.6,44,700,1.0,0.0,0.0,1.0,2,3
10.0,0,0.0,1.0,2,1.0,2.0,11.0,85.74,43809.21,18,527,1.0,0.0,0.0,1.0,0,5
55.0,2,4.0,0.0,2,1.0,2.0,11.0,190.98,13570.48,16,796,0.0,1.0,0.0,1.0,0,3
32.0,0,5.0,0.0,1,2.0,0.0,7.0,31.11,48971.76,8,791,0.0,1.0,0.0,1.0,1,3
12.0,2,1.0,0.0,1,0.0,2.0,17.0,377.18,58001.2,4,812,1.0,0.0,1.0,4.0,6,1
61.0,2,4.0,2.0,0,3.0,1.0,15.0,834.89,28764.0,11,723,1.0,1.0,1.0,4.0,4,2
38.0,0,1.0,0.0,0,1.0,2.0,9.0,157.07,38805.24,23,676,1.0,0.0,1.0,3.0,1,4
42.0,3,3.0,2.0,1,2.0,0.0,17.0,457.61,36526.09,19,711,0.0,1.0,0.0,1.0,2,3
18.0,3,3.0,0.0,0,1.0,0.0,11.0,357.03,11748.54,19,832,1.0,1.0,1.0,2.0,6,1
39.0,1,1.0,1.0,2,2.0,2.0,17.0,31.06,11844.07,17,1165,0.0,1.0,0.0,1.0,7,3
28.0,0,5.0,1.0,2,1.0,2.0,22.0,32.19,39207.06,10,773,0.0,1.0,0.0,1.0,8,2
60.0,1,2.0,1.0,0,1.0,0.0,18.0,311.04,21506.48,10,1016,1.0,0.0,1.0,3.0,1,5
10.0,0,1.0,1.0,0,2.0,1.0,15.0,329.89,38263.28,9,927,0.0,1.0,1.0,3.0,3,4
41.0,2,3.0,2.0,2,3.0,2.0,9.0,1204.69,77578.36,2,772,0.0,1.0,0.0,1.0,5,1
37.0,0,5.0,2.0,1,0.0,0.0,16.0,38.29,38978.82,15,1066,0.0,1.0,1.0,4.0,2,4
54.0,0,3.0,0.0,1,1.0,1.0,6.0,151.1,24478.8,4,752,1.0,0.0,0.0,1.0,8,1
44.0,1,5.0,0.0,0,1.0,0.0,11.0,30.19,41589.01,13,743,1.0,0.0,0.0,1.0,3,3
48.0,1,5.0,2.0,0,1.0,2.0,6.0,63.23,36274.36,47,745,0.0,1.0,1.0,3.0,1,3
28.0,0,5.0,2.0,0,3.0,0.0,10.0,698.77,9367.76,17,220,0.0,1.0,0.0,1.0,7,4
48.0,1,3.0,0.0,1,2.0,0.0,9.0,181.93,2133.36,26,700,0.0,1.0,0.0,1.0,1,3
29.0,1,0.0,2.0,1,1.0,0.0,3.0,32.09,27533.24,22,666,1.0,0.0,1.0,2.0,3,4
44.0,3,3.0,2.0,0,3.0,0.0,12.0,198.65,60977.05,10,784,0.0,1.0,1.0,4.0,5,1
41.0,0,2.0,0.0,0,1.0,0.0,11.0,54.29,1126.67,12,515,0.0,1.0,0.0,1.0,7,5
23.0,1,1.0,0.0,1,3.0,2.0,19.0,132.42,16690.76,19,614,1.0,0.0,0.0,1.0,7,4
39.0,0,3.0,1.0,1,1.0,2.0,19.0,1011.45,38754.16,8,797,1.0,0.0,0.0,1.0,0,3
44.0,0,3.0,2.0,2,0.0,1.0,9.0,800.67,24071.31,21,742,1.0,0.0,1.0,4.0,3,3
11.0,2,1.0,2.0,2,1.0,2.0,18.0,123.68,7523.21,16,650,0.0,1.0,0.0,1.0,7,4
12.0,0,0.0,0.0,1,2.0,0.0,19.0,143.37,7344.36,19,574,0.0,1.0,0.0,1.0,1,5
57.0,1,2.0,1.0,1,1.0,1.0,6.0,65.09,18296.17,14,618,1.0,0.0,1.0,0.0,2,5
45.0,1,2.0,2.0,2,0.0,0.0,17.0,274.66,18102.81,11,556,1.0,0.0,0.0,1.0,7,5
14.0,1,1.0,1.0,0,0.0,0.0,7.0,687.42,6656.6,16,742,1.0,1.0,0.0,1.0,8,2
52.0,1,4.0,2.0,0,2.0,2.0,12.0,70.11,9681.92,18,1131,0.0,1.0,1.0,3.0,7,3
30.0,0,1.0,2.0,2,2.0,0.0,21.0,150.35,46797.53,18,1254,0.0,1.0,1.0,2.0,0,3
38.0,1,3.0,2.0,2,2.0,0.0,13.0,661.57,20731.11,16,776,1.0,1.0,1.0,4.0,0,3
14.0,0,0.0,2.0,1,0.0,1.0,13.0,562.85,39319.16,10,545,1.0,0.0,0.0,1.0,1,5
17.0,3,5.0,1.0,2,3.0,0.0,19.0,320.83,7681.49,11,654,1.0,1.0,0.0,1.0,2,4
19.0,0,0.0,0.0,2,2.0,1.0,14.0,77.55,12320.55,13,569,1.0,0.0,1.0,3.0,0,5
20.0,2,2.0,0.0,2,2.0,1.0,4.0,112.39,1360.67,28,652,0.0,1.0,1.0,2.0,7,5
30.0,2,0.0,2.0,2,2.0,0.0,13.0,74.07,14833.62,17,625,0.0,1.0,0.0,1.0,0,4
18.0,1,3.0,0.0,1,0.0,1.0,9.0,311.99,60203.18,17,799,0.0,1.0,0.0,1.0,6,2
50.0,0,3.0,2.0,1,3.0,2.0,13.0,186.95,83076.45,19,751,1.0,0.0,1.0,2.0,8,1
63.0,3,3.0,2.0,2,2.0,1.0,11.0,191.03,42167.43,12,770,0.0,1.0,1.0,2.0,1,3
49.0,1,0.0,1.0,2,1.0,2.0,7.0,153.39,41942.57,22,626,1.0,0.0,1.0,4.0,0,4
35.0,2,1.0,2.0,1,3.0,0.0,21.0,122.96,43807.14,5,671,0.0,1.0,1.0,3.0,2,4
12.0,0,5.0,2.0,0,1.0,2.0,13.18,33.23,7715.41,28,782,0.0,1.0,1.0,2.0,7,3
14.0,0,0.0,2.0,2,2.0,0.0,19.0,91.18,19212.4,15,1464,0.0,1.0,0.0,1.0,3,5
54.0,0,1.0,0.0,2,0.0,1.0,6.0,481.95,15011.23,6,846,1.0,1.0,1.0,0.0,6,1
11.0,0,4.0,0.0,0,2.0,2.0,19.0,246.98,99374.32,12,757,0.0,1.0,1.0,4.0,8,2
22.0,1,0.0,1.0,1,0.0,0.0,11.0,270.31,26021.61,14,585,0.0,1.0,0.0,1.0,2,5
63.0,0,0.0,0.0,2,3.0,2.0,7.0,310.27,31813.66,23,570,1.0,0.0,1.0,4.0,7,5
33.0,1,1.0,1.0,2,3.0,2.0,16.0,324.39,46906.27,5,1418,1.0,0.0,0.0,1.0,0,3
22.0,0,2.0,2.0,1,1.0,2.0,9.0,859.94,44070.4,11,1218,1.0,0.0,0.0,1.0,0,4
43.0,1,1.0,0.0,0,1.0,1.0,15.0,471.1,27017.7,6,755,0.0,1.0,0.0,1.0,3,3
32.0,0,3.0,0.0,2,2.0,0.0,13.0,190.75,3785.86,29,770,1.0,0.0,0.0,1.0,0,3
35.0,0,0.0,2.0,2,1.0,1.0,12.0,31.18,37927.88,20,516,1.0,0.0,1.0,4.0,2,5
10.0,0,0.0,0.0,2,2.0,1.0,6.0,149.46,43967.18,29,642,0.0,1.0,0.0,1.0,2,4
29.0,0,2.0,0.0,2,1.0,2.0,13.43,77.96,35861.17,17,1211,0.0,1.0,0.0,1.0,1,4
29.0,2,0.0,2.0,2,1.0,0.0,12.0,686.49,29538.51,16,626,1.0,1.0,1.0,2.0,2,4
16.0,1,1.0,2.0,2,1.0,2.0,14.0,394.91,6537.84,26,739,1.0,0.0,0.0,1.0,1,3
43.0,1,0.0,0.0,0,2.0,1.0,14.0,240.98,3117.16,28,686,0.0,1.0,0.0,1.0,7,5
42.0,0,0.0,0.0,1,2.0,0.0,5.0,99.46,25880.81,20,696,0.0,1.0,0.0,1.0,7,5
44.0,1,3.0,1.0,1,2.0,0.0,13.0,392.21,26601.69,22,784,0.0,1.0,1.0,3.0,3,3
51.0,1,4.0,2.0,1,0.0,0.0,1.0,638.4,26019.89,16,768,1.0,0.0,1.0,2.0,5,1
31.0,1,2.0,0.0,1,3.0,0.0,11.0,85.67,1154.36,15,687,0.0,1.0,1.0,0.0,3,4
